price,latitude,longitude,id,price_prediction,price_difference,price_difference_percent
1420000.0,47.7124,-122.253,4055700378,1374266.22,-45733.78,-3.22
850000.0,47.6378,-122.372,2771601940,724112.26,-125887.74,-14.81
745000.0,47.4816,-121.701,1823099056,635719.11,-109280.89,-14.67
315000.0,47.7652,-122.31,3972900195,333966.12,18966.12,6.02
635000.0,47.5655,-122.27,5249803550,632802.43,-2197.57,-0.35
240000.0,47.5151,-122.366,123039333,327553.92,87553.92,36.48
560000.0,47.6948,-122.322,5102400035,468935.0,-91065.0,-16.26
315000.0,47.5014,-122.226,1180000625,385649.39,70649.39,22.43
820000.0,47.5422,-122.132,2597530650,818459.61,-1540.39,-0.19
537500.0,47.5928,-122.004,6127011000,432573.09,-104926.91,-19.52
183500.0,47.2699,-122.255,8856003525,236994.35,53494.35,29.15
616500.0,47.6886,-122.309,2887700560,599543.54,-16956.46,-2.75
425000.0,47.2069,-122.024,2220069003,537457.81,112457.81,26.46
180000.0,47.3822,-122.316,2560801222,238820.89,58820.89,32.68
477000.0,47.6667,-122.361,475000750,514293.5,37293.5,7.82
290000.0,47.7583,-122.302,4024101670,327870.81,37870.81,13.06
419900.0,47.3455,-122.023,7570050070,400619.27,-19280.73,-4.59
288000.0,47.4448,-121.77,9407000840,241640.76,-46359.24,-16.1
369500.0,47.7362,-122.319,6703100070,376892.16,7392.16,2.0
1300000.0,47.6587,-122.022,1525069134,1123743.75,-176256.25,-13.56
160000.0,47.5248,-122.265,3336001316,276124.69,116124.69,72.58
475000.0,47.7202,-122.22,2296700050,615966.21,140966.21,29.68
1400000.0,47.5417,-122.111,3303850290,1432468.52,32468.52,2.32
490000.0,47.6762,-122.36,2877100985,510453.19,20453.19,4.17
544300.0,47.6707,-122.149,9512501370,524227.17,-20072.83,-3.69
460000.0,47.6871,-122.373,7589700106,579900.84,119900.84,26.07
590000.0,47.7635,-122.044,293800120,778011.99,188011.99,31.87
850000.0,47.6572,-122.346,1931300665,750495.29,-99504.71,-11.71
852000.0,47.6288,-122.321,6762700340,749736.46,-102263.54,-12.0
1870000.0,47.6626,-122.269,4218400100,1697752.1,-172247.9,-9.21
350000.0,47.5107,-122.172,428100580,442763.59,92763.59,26.5
360000.0,47.6771,-122.172,1233100601,393017.95,33017.95,9.17
797000.0,47.6375,-122.354,809002705,590624.23,-206375.77,-25.89
200000.0,47.735,-122.309,3670500605,329450.74,129450.74,64.73
325000.0,47.3738,-122.226,1615900020,316400.39,-8599.61,-2.65
314500.0,47.3358,-122.32,5151600285,294300.91,-20199.09,-6.42
234900.0,47.5065,-122.337,3163600130,308958.39,74058.39,31.53
450000.0,47.6985,-122.348,263000280,382550.9,-67449.1,-14.99
949950.0,47.5193,-122.257,7129303045,1293627.19,343677.19,36.18
285000.0,47.7651,-122.291,326049111,335364.95,50364.95,17.67
1020000.0,47.6113,-122.058,8562900240,627513.29,-392486.71,-38.48
1070000.0,47.6389,-122.349,809003085,853462.77,-216537.23,-20.24
255000.0,47.5116,-122.191,3343901961,362682.18,107682.18,42.23
349950.0,47.432,-122.189,1565950260,390628.25,40678.25,11.62
810000.0,47.5453,-121.995,3629920830,630732.08,-179267.92,-22.13
530000.0,47.6515,-122.375,2770603523,494995.33,-35004.67,-6.6
275000.0,47.5299,-122.288,7243500015,358473.29,83473.29,30.35
455000.0,47.6803,-122.291,7170200110,409826.81,-45173.19,-9.93
482000.0,47.7336,-122.183,3288301050,709978.07,227978.07,47.3
1430000.0,47.6203,-122.21,8964800225,892754.53,-537245.47,-37.57
200000.0,47.3639,-122.109,1274500300,232637.44,32637.44,16.32
303500.0,47.7313,-122.229,2121000250,382556.68,79056.68,26.05
528000.0,47.6805,-122.384,7518505910,418713.17,-109286.83,-20.7
230000.0,47.2964,-122.376,8581200030,241271.51,11271.51,4.9
1250000.0,47.5075,-122.389,9322800230,1054228.25,-195771.75,-15.66
349950.0,47.3427,-122.278,3682000060,321438.95,-28511.05,-8.15
287000.0,47.4095,-122.296,5018200110,362402.05,75402.05,26.27
520000.0,47.6029,-122.302,7600057,583243.99,63243.99,12.16
380500.0,47.7303,-122.192,9477201060,414325.57,33825.57,8.89
353000.0,47.3516,-122.0,5104530770,337401.05,-15598.95,-4.42
280000.0,47.3659,-122.17,8016200530,327068.43,47068.43,16.81
529500.0,47.6575,-122.4,6821100125,313242.75,-216257.25,-40.84
635000.0,47.7229,-122.359,9157600060,543293.39,-91706.61,-14.44
650000.0,47.591,-122.017,4221270350,488847.67,-161152.33,-24.79
309000.0,47.4485,-122.175,1432701230,232731.69,-76268.31,-24.68
560000.0,47.6283,-122.095,8563040160,614257.32,54257.32,9.69
353000.0,47.5003,-122.23,1180500100,418405.39,65405.39,18.53
542500.0,47.5916,-122.148,8838900167,744313.89,201813.89,37.2
325000.0,47.7367,-121.969,1518000290,331911.52,6911.52,2.13
293000.0,47.3691,-122.031,3793501390,293969.76,969.76,0.33
940000.0,47.6332,-122.362,4232903295,626582.04,-313417.96,-33.34
212500.0,47.2816,-122.269,3751603173,252694.82,40194.82,18.92
543000.0,47.7168,-122.333,3034200370,584274.93,41274.93,7.6
713900.0,47.4379,-122.022,9206700190,786505.89,72605.89,10.17
198500.0,47.4924,-122.311,985000900,267063.36,68563.36,34.54
467000.0,47.4802,-122.188,3955900830,580196.74,113196.74,24.24
344950.0,47.7322,-122.236,5647000060,390646.09,45696.09,13.25
319900.0,47.4755,-121.758,192450200,239164.4,-80735.6,-25.24
847093.0,47.5819,-122.047,2428100100,729273.95,-117819.05,-13.91
550000.0,47.68,-122.284,430000175,505828.49,-44171.51,-8.03
565000.0,47.6286,-122.053,7504001340,574254.3,9254.3,1.64
800000.0,47.6255,-122.209,862000020,580914.31,-219085.69,-27.39
555000.0,47.4725,-122.136,7302900090,721715.22,166715.22,30.04
320000.0,47.5704,-122.141,2203500140,380236.11,60236.11,18.82
530000.0,47.6403,-122.372,2771601730,536169.44,6169.44,1.16
695000.0,47.7389,-122.221,3578700017,740127.66,45127.66,6.49
930000.0,47.7078,-122.019,8682281960,647532.06,-282467.94,-30.37
550000.0,47.6699,-122.317,3589500260,660587.89,110587.89,20.11
350000.0,47.5633,-122.289,1604600660,419158.63,69158.63,19.76
260000.0,47.552,-122.31,7549801140,296570.39,36570.39,14.07
380000.0,47.4334,-122.161,1442860160,486233.09,106233.09,27.96
886000.0,47.6398,-122.306,6788201781,797730.39,-88269.61,-9.96
664000.0,47.6027,-122.024,8635750330,587149.5,-76850.5,-11.57
652100.0,47.6297,-122.021,1703050520,598317.74,-53782.26,-8.25
863000.0,47.6239,-122.023,2725069050,979426.9,116426.9,13.49
430000.0,47.6867,-122.345,3797000035,429609.12,-390.88,-0.09
567500.0,47.6511,-122.405,871000515,418760.02,-148739.98,-26.21
454900.0,47.5326,-122.049,5710610520,462057.11,7157.11,1.57
539000.0,47.6457,-122.058,8651520420,533914.37,-5085.63,-0.94
692000.0,47.365,-122.456,2051200436,377774.98,-314225.02,-45.41
1700000.0,47.6361,-122.093,1925069066,1937365.98,237365.98,13.96
1160000.0,47.5517,-122.147,2597450250,1372629.6,212629.6,18.33
610000.0,47.685,-122.363,7519000580,447766.06,-162233.94,-26.6
570000.0,47.5902,-122.018,4221250320,466607.34,-103392.66,-18.14
273000.0,47.7525,-122.244,9406500480,357565.54,84565.54,30.98
540000.0,47.5903,-122.386,9272201318,549704.95,9704.95,1.8
350000.0,47.5677,-122.285,7950300775,336914.94,-13085.06,-3.74
585000.0,47.734,-122.182,3288301010,646599.28,61599.28,10.53
551000.0,47.6904,-122.176,6639900176,636391.38,85391.38,15.5
235000.0,47.5245,-121.822,7849200635,247899.42,12899.42,5.49
1010000.0,47.6857,-122.208,3885804225,720503.77,-289496.23,-28.66
370000.0,47.5618,-122.384,952006857,301820.61,-68179.39,-18.43
315000.0,47.5555,-122.363,1773100922,452425.77,137425.77,43.63
410000.0,47.7573,-122.278,4019301205,550251.76,140251.76,34.21
280000.0,47.4431,-122.19,6402710070,315323.93,35323.93,12.62
193000.0,47.2819,-122.224,7877400245,231995.15,38995.15,20.2
400000.0,47.593,-122.295,567000408,539296.95,139296.95,34.82
445000.0,47.567,-122.318,5679501310,608793.42,163793.42,36.81
503045.0,47.6929,-122.333,8021700495,607252.83,104207.83,20.72
493500.0,47.5815,-122.121,3211800140,540143.11,46643.11,9.45
767450.0,47.6981,-122.376,9144100007,645508.41,-121941.59,-15.89
685000.0,47.6807,-122.318,9138100350,929889.73,244889.73,35.75
347000.0,47.4802,-122.179,4307350200,362208.93,15208.93,4.38
396000.0,47.7403,-122.256,8718500075,432128.76,36128.76,9.12
439000.0,47.7416,-121.91,1626079154,476589.05,37589.05,8.56
478000.0,47.4734,-121.999,2294900010,400152.2,-77847.8,-16.29
290000.0,47.4585,-122.205,8898700440,314560.62,24560.62,8.47
1080000.0,47.6628,-122.143,8123450450,1174078.9,94078.9,8.71
397500.0,47.4381,-122.188,3223059015,371374.9,-26125.1,-6.57
360000.0,47.7268,-122.311,4427100095,430730.65,70730.65,19.65
410000.0,47.5314,-121.854,7852180260,308408.19,-101591.81,-24.78
910000.0,47.6265,-122.296,5332200530,853589.25,-56410.75,-6.2
356500.0,47.2809,-122.296,1822500160,273559.1,-82940.9,-23.27
524000.0,47.6515,-122.399,6821101870,370608.77,-153391.23,-29.27
763000.0,47.6879,-122.208,3885803895,621066.89,-141933.11,-18.6
405000.0,47.7358,-122.175,3876312290,423186.35,18186.35,4.49
155000.0,47.5266,-122.316,7883607645,269206.15,114206.15,73.68
385000.0,47.6032,-122.125,4036801245,415236.23,30236.23,7.85
770000.0,47.3574,-122.318,5428000070,612385.86,-157614.14,-20.47
785000.0,47.6318,-122.01,3216000090,729215.1,-55784.9,-7.11
400000.0,47.679,-122.386,7518507685,418628.87,18628.87,4.66
899950.0,47.7074,-122.219,3754500010,950487.63,50537.63,5.62
480000.0,47.7076,-122.337,4358700135,623814.69,143814.69,29.96
604000.0,47.5872,-122.241,5315100394,616059.61,12059.61,2.0
315000.0,47.4362,-122.165,2591800530,383757.73,68757.73,21.83
299000.0,47.3631,-122.276,1310980110,325804.89,26804.89,8.96
347000.0,47.4463,-122.127,2473460650,344730.29,-2269.71,-0.65
787500.0,47.6353,-122.232,5425700150,621392.18,-166107.82,-21.09
635000.0,47.6228,-122.319,6852700520,561976.61,-73023.39,-11.5
455000.0,47.5243,-122.042,5706200020,316459.0,-138541.0,-30.45
215000.0,47.5339,-122.356,7831800110,378812.57,163812.57,76.19
428000.0,47.5423,-122.189,6705120280,461619.64,33619.64,7.86
559000.0,47.7094,-122.031,8682230950,415728.11,-143271.89,-25.63
261000.0,47.4557,-122.269,6818400110,339903.38,78903.38,30.23
415885.0,47.5301,-122.381,9842300036,327126.26,-88758.74,-21.34
495000.0,47.4536,-122.274,5379803372,577659.77,82659.77,16.7
284000.0,47.4184,-122.18,2508800220,366120.35,82120.35,28.92
245000.0,47.3319,-122.267,3329520410,203554.08,-41445.92,-16.92
348580.0,47.7317,-122.201,3764800540,367956.52,19376.52,5.56
370000.0,47.3705,-122.131,5641300220,456163.41,86163.41,23.29
345000.0,47.3281,-122.164,3814900950,346956.06,1956.06,0.57
525000.0,47.4347,-121.417,192300020,455930.41,-69069.59,-13.16
1200000.0,47.684,-122.205,1245002952,992993.31,-207006.69,-17.25
184000.0,47.3251,-122.268,302000065,245754.47,61754.47,33.56
1180000.0,47.6416,-122.355,2721600125,942409.39,-237590.61,-20.13
568000.0,47.657,-122.026,1525069058,623445.61,55445.61,9.76
650000.0,47.6737,-122.284,7974700112,773455.79,123455.79,18.99
654000.0,47.6179,-122.312,8080400136,600817.29,-53182.71,-8.13
321000.0,47.7306,-122.291,7663700973,358330.83,37330.83,11.63
350000.0,47.4459,-122.124,2473480560,466783.84,116783.84,33.37
730000.0,47.7142,-122.286,8820903380,521827.0,-208173.0,-28.52
272167.0,47.5321,-122.034,5528600005,312297.13,40130.13,14.74
527000.0,47.7226,-122.299,3834500195,584344.07,57344.07,10.88
210000.0,47.3746,-122.183,3830210220,196239.63,-13760.37,-6.55
210000.0,47.3378,-122.263,304100070,219536.25,9536.25,4.54
299000.0,47.4661,-122.145,6806100420,363288.94,64288.94,21.5
800000.0,47.6294,-122.215,3025059136,688782.49,-111217.51,-13.9
445000.0,47.5834,-122.307,5393601050,539975.53,94975.53,21.34
310000.0,47.762,-122.355,6713700205,353833.75,43833.75,14.14
679000.0,47.6809,-122.293,5499700045,651904.68,-27095.32,-3.99
290000.0,47.3631,-122.277,1310980070,307595.29,17595.29,6.07
259000.0,47.4713,-122.344,1665400025,310696.61,51696.61,19.96
770000.0,47.5558,-122.001,3630120970,688356.11,-81643.89,-10.6
550000.0,47.7662,-122.114,126059242,535584.15,-14415.85,-2.62
325000.0,47.4854,-122.343,3256400060,364740.95,39740.95,12.23
380000.0,47.6007,-122.305,3319500317,444250.55,64250.55,16.91
416100.0,47.5091,-122.241,4058800500,626891.68,210791.68,50.66
259950.0,47.5213,-122.357,7899800864,396713.75,136763.75,52.61
550000.0,47.5711,-122.391,7905200365,414778.5,-135221.5,-24.59
713414.0,47.5751,-122.378,2824600180,938387.62,224973.62,31.53
375000.0,47.4401,-122.126,9378700200,441936.99,66936.99,17.85
310000.0,47.3074,-122.341,9264911150,263909.64,-46090.36,-14.87
551500.0,47.489,-122.14,1123059125,680161.13,128661.13,23.33
380000.0,47.3785,-122.023,662440020,422204.13,42204.13,11.11
295000.0,47.4205,-122.215,9378500050,370319.55,75319.55,25.53
650000.0,47.5921,-122.155,7811100230,791257.1,141257.1,21.73
855169.0,47.7043,-122.122,1152200030,753875.56,-101293.44,-11.84
581000.0,47.6715,-122.155,8562500690,596427.74,15427.74,2.66
464000.0,47.3826,-122.146,4397000100,538932.91,74932.91,16.15
623000.0,47.6218,-122.032,1592000250,585109.16,-37890.84,-6.08
1550000.0,47.6598,-122.273,6613000375,1283587.27,-266412.73,-17.19
380000.0,47.7407,-122.3,3995700220,392710.55,12710.55,3.34
240000.0,47.3119,-122.015,1421069117,216189.23,-23810.77,-9.92
510000.0,47.5282,-122.391,9169600110,442785.59,-67214.41,-13.18
500000.0,47.4497,-122.147,2473002080,672105.92,172105.92,34.42
254500.0,47.258,-122.208,4136880140,282846.33,28346.33,11.14
720000.0,47.5561,-122.154,9323610180,679972.71,-40027.29,-5.56
334000.0,47.3321,-122.172,7300400170,319772.28,-14227.72,-4.26
299995.0,47.7463,-122.315,3432500486,344783.03,44788.03,14.93
900000.0,47.6732,-122.363,2769600590,746306.47,-153693.53,-17.08
399950.0,47.5532,-122.365,1773101340,379669.08,-20280.92,-5.07
619500.0,47.5458,-121.996,3629920600,483802.64,-135697.36,-21.9
610000.0,47.53100000000001,-121.86,7853220120,476326.27,-133673.73,-21.91
1380000.0,47.6133,-122.287,7153200160,1236620.95,-143379.05,-10.39
520000.0,47.5941,-122.144,7923600330,502100.72,-17899.28,-3.44
1880000.0,47.6259,-122.194,3391500050,1378779.67,-501220.33,-26.66
741500.0,47.7094,-122.018,8682320350,476350.07,-265149.93,-35.76
660000.0,47.5956,-122.174,9541600015,729807.98,69807.98,10.58
215000.0,47.1946,-122.003,5437820080,319940.82,104940.82,48.81
650000.0,47.6612,-122.137,9265200060,988865.91,338865.91,52.13
326000.0,47.7453,-121.985,255550100,360135.76,34135.76,10.47
286285.0,47.3207,-122.209,7349400420,226372.92,-59912.08,-20.93
390000.0,47.654,-122.127,1425059174,457827.33,67827.33,17.39
495000.0,47.4871,-122.219,3185600055,664339.39,169339.39,34.21
825000.0,47.6395,-122.05,6817850040,1223749.92,398749.92,48.33
380000.0,47.563,-122.297,6056100383,539216.3,159216.3,41.9
530000.0,47.3843,-122.006,2322069116,411767.04,-118232.96,-22.31
235000.0,47.2858,-122.212,3021059175,241545.17,6545.17,2.79
325000.0,47.5128,-122.388,254000175,294855.32,-30144.68,-9.28
218000.0,47.3103,-122.366,6386600130,237188.0,19188.0,8.8
560000.0,47.5344,-122.345,3298720030,539483.96,-20516.04,-3.66
817250.0,47.6769,-122.177,1233100321,857877.49,40627.49,4.97
780000.0,47.675,-122.289,8815400670,790176.22,10176.22,1.3
250000.0,47.3009,-122.125,3410600015,250385.54,385.54,0.15
850000.0,47.5845,-122.115,3999300290,1112550.2,262550.2,30.89
684000.0,47.5222,-122.157,1115300070,838869.28,154869.28,22.64
255000.0,47.5732,-122.372,7987400316,318852.81,63852.81,25.04
409950.0,47.2972,-122.348,9578500510,261053.94,-148896.06,-36.32
1720000.0,47.6325,-122.29,1118001835,1335399.22,-384600.78,-22.36
322500.0,47.4276,-122.157,7955080270,329523.7,7023.7,2.18
343000.0,47.7114,-122.356,8910500238,461056.48,118056.48,34.42
600000.0,47.6722,-122.379,2767603535,452079.31,-147920.69,-24.65
181000.0,47.5218,-122.357,7899800890,253714.38,72714.38,40.17
299980.0,47.5002,-122.246,4060000020,214478.9,-85501.1,-28.5
531000.0,47.6634,-122.34,6865200444,516632.79,-14367.21,-2.71
670000.0,47.646,-122.362,976000790,526065.02,-143934.98,-21.48
729000.0,47.3979,-122.416,1522039105,682006.83,-46993.17,-6.45
780000.0,47.6348,-122.064,8651611230,933760.2,153760.2,19.71
275000.0,47.7635,-122.35,7283900012,383145.44,108145.44,39.33
335000.0,47.4752,-121.757,192450180,237593.43,-97406.57,-29.08
626100.0,47.5719,-122.021,8078350100,498370.24,-127729.76,-20.4
253000.0,47.3542,-122.181,3830620300,230233.07,-22766.93,-9.0
195000.0,47.2933,-122.372,7972000010,262189.4,67189.4,34.46
865000.0,47.6002,-121.98,8691360380,831243.3,-33756.7,-3.9
478000.0,47.51,-122.185,259500270,752194.03,274194.03,57.36
355000.0,47.3658,-122.019,9542830050,286213.78,-68786.22,-19.38
329900.0,47.3503,-122.039,2310110230,350459.08,20559.08,6.23
393000.0,47.5547,-122.299,4174600391,431133.4,38133.4,9.7
369500.0,47.7303,-122.298,7663700783,446751.17,77251.17,20.91
395000.0,47.6824,-122.38,7518502960,350936.07,-44063.93,-11.16
937750.0,47.6753,-122.304,8824900020,803875.01,-133874.99,-14.28
410000.0,47.6904,-122.342,5676000008,431791.39,21791.39,5.31
699000.0,47.6416,-122.397,8127700445,450433.22,-248566.78,-35.56
279000.0,47.4045,-122.174,8078550610,319700.0,40700.0,14.59
190000.0,47.4903,-122.191,9476200035,234028.51,44028.51,23.17
730000.0,47.6684,-122.175,6400700264,725897.32,-4102.68,-0.56
920000.0,47.5604,-122.133,3224510290,1049963.68,129963.68,14.13
264500.0,47.2932,-122.267,3751600635,240440.74,-24059.26,-9.1
635000.0,47.6004,-122.195,3210600010,693778.92,58778.92,9.26
180250.0,47.4604,-122.339,1222000055,228993.82,48743.82,27.04
215000.0,47.3634,-122.027,2525300200,183891.62,-31108.38,-14.47
253000.0,47.3493,-122.306,4222310290,195291.91,-57708.09,-22.81
900000.0,47.7602,-122.278,4019300195,814266.83,-85733.17,-9.53
575000.0,47.6729,-122.38,2767603160,439524.56,-135475.44,-23.56
294000.0,47.4707,-122.26,8687800150,385316.39,91316.39,31.06
465000.0,47.6945,-122.33,3226049530,494432.69,29432.69,6.33
811000.0,47.6832,-122.164,325059086,838155.69,27155.69,3.35
513000.0,47.5764,-121.996,8944360080,392185.85,-120814.15,-23.55
825050.0,47.6752,-122.3,3423600025,917929.82,92879.82,11.26
270000.0,47.3498,-122.058,2215900180,279292.35,9292.35,3.44
350000.0,47.3381,-122.332,5437200080,379066.81,29066.81,8.3
410500.0,47.727,-122.339,6150200005,358138.59,-52361.41,-12.76
340000.0,47.3823,-122.3,3601200465,318007.34,-21992.66,-6.47
360000.0,47.4719,-122.074,5095400630,305123.69,-54876.31,-15.24
267500.0,47.3282,-122.285,4013800131,202422.42,-65077.58,-24.33
536000.0,47.5941,-122.004,6127010320,369973.55,-166026.45,-30.98
160000.0,47.5414,-122.281,3812400657,312136.14,152136.14,95.09
440000.0,47.7685,-122.162,622100092,447492.55,7492.55,1.7
605000.0,47.7276,-122.103,1795920350,553141.79,-51858.21,-8.57
245000.0,47.3661,-122.173,8016250080,275297.71,30297.71,12.37
550000.0,47.62,-122.043,1954440050,469949.13,-80050.87,-14.55
390000.0,47.5477,-122.395,9417400110,317837.25,-72162.75,-18.5
381000.0,47.6379,-121.966,204000175,235508.3,-145491.7,-38.19
183000.0,47.3702,-122.078,8651430220,151929.32,-31070.68,-16.98
376000.0,47.5215,-122.202,3342102385,662561.85,286561.85,76.21
178000.0,47.3704,-122.08,8651430780,151441.84,-26558.16,-14.92
310000.0,47.7598,-122.316,6163900411,302275.45,-7724.55,-2.49
313500.0,47.4503,-122.131,2473371570,376332.47,62832.47,20.04
248000.0,47.4233,-122.177,8960200630,273821.0,25821.0,10.41
780000.0,47.7717,-122.277,4027700666,830127.81,50127.81,6.43
400000.0,47.7635,-122.263,3818700185,474346.11,74346.11,18.59
465000.0,47.7266,-122.175,927200380,479654.36,14654.36,3.15
425000.0,47.6852,-122.312,2887701970,448486.84,23486.84,5.53
415000.0,47.7379,-122.224,7503000020,466137.78,51137.78,12.32
288000.0,47.4568,-122.21,8899000310,319087.09,31087.09,10.79
385000.0,47.7337,-122.309,6632300207,446549.22,61549.22,15.99
300000.0,47.5418,-122.295,3395040920,448867.62,148867.62,49.62
795000.0,47.5567,-122.124,4139700260,867165.0,72165.0,9.08
440000.0,47.63399999999999,-122.033,6817801040,287045.15,-152954.85,-34.76
283000.0,47.2103,-121.999,2320069083,355778.65,72778.65,25.72
345000.0,47.5407,-122.177,3205000310,406611.77,61611.77,17.86
411753.0,47.6968,-122.024,7203101260,354642.28,-57110.72,-13.87
415000.0,47.6783,-122.383,7518505040,297210.33,-117789.67,-28.38
2300000.0,47.6349,-122.29,1118001201,1437054.37,-862945.63,-37.52
330000.0,47.2477,-121.937,1443300140,376785.55,46785.55,14.18
1480000.0,47.659,-122.174,3892500070,1590243.43,110243.43,7.45
535000.0,47.6873,-122.314,6884800262,639477.27,104477.27,19.53
365000.0,47.7294,-122.329,8632100010,425462.7,60462.7,16.57
1400000.0,47.5806,-122.244,9359100750,1112985.52,-287014.48,-20.5
240000.0,47.5396,-122.274,1105000787,397536.16,157536.16,65.64
320000.0,47.354,-122.047,2310030510,293218.07,-26781.93,-8.37
1040000.0,47.6979,-122.205,3758900259,1294805.94,254805.94,24.5
500000.0,47.5807,-122.397,7616200050,430002.76,-69997.24,-14.0
367899.0,47.371,-122.018,255450020,370490.36,2591.36,0.7
