price,latitude,longitude,id,price_prediction,price_difference,price_difference_percent
477000.0,47.6667,-122.361,475000750,514323.62,37323.62,7.82
290000.0,47.7583,-122.302,4024101670,352026.38,62026.38,21.39
419900.0,47.3455,-122.023,7570050070,497576.41,77676.41,18.5
288000.0,47.4448,-121.77,9407000840,153448.6,-134551.4,-46.72
369500.0,47.7362,-122.319,6703100070,381919.88,12419.88,3.36
1300000.0,47.6587,-122.022,1525069134,1104806.97,-195193.03,-15.01
160000.0,47.5248,-122.265,3336001316,325653.15,165653.15,103.53
475000.0,47.7202,-122.22,2296700050,594929.88,119929.88,25.25
1400000.0,47.5417,-122.111,3303850290,1406641.63,6641.63,0.47
490000.0,47.6762,-122.36,2877100985,506961.69,16961.69,3.46
544300.0,47.6707,-122.149,9512501370,550267.87,5967.87,1.1
460000.0,47.6871,-122.373,7589700106,607456.54,147456.54,32.06
590000.0,47.7635,-122.044,293800120,797093.89,207093.89,35.1
850000.0,47.6572,-122.346,1931300665,811267.69,-38732.31,-4.56
852000.0,47.6288,-122.321,6762700340,743778.66,-108221.34,-12.7
1870000.0,47.6626,-122.269,4218400100,1642343.73,-227656.27,-12.17
350000.0,47.5107,-122.172,428100580,462685.61,112685.61,32.2
360000.0,47.6771,-122.172,1233100601,465475.35,105475.35,29.3
797000.0,47.6375,-122.354,809002705,595394.42,-201605.58,-25.3
200000.0,47.735,-122.309,3670500605,333108.41,133108.41,66.55
325000.0,47.3738,-122.226,1615900020,408243.1,83243.1,25.61
314500.0,47.3358,-122.32,5151600285,303870.06,-10629.94,-3.38
234900.0,47.5065,-122.337,3163600130,325627.04,90727.04,38.62
450000.0,47.6985,-122.348,263000280,395633.45,-54366.55,-12.08
949950.0,47.5193,-122.257,7129303045,902530.1,-47419.9,-4.99
285000.0,47.7651,-122.291,326049111,293568.73,8568.73,3.01
1020000.0,47.6113,-122.058,8562900240,670671.96,-349328.04,-34.25
1070000.0,47.6389,-122.349,809003085,785016.8,-284983.2,-26.63
255000.0,47.5116,-122.191,3343901961,383845.48,128845.48,50.53
349950.0,47.432,-122.189,1565950260,419280.55,69330.55,19.81
810000.0,47.5453,-121.995,3629920830,732678.79,-77321.21,-9.55
530000.0,47.6515,-122.375,2770603523,474862.45,-55137.55,-10.4
275000.0,47.5299,-122.288,7243500015,356062.43,81062.43,29.48
455000.0,47.6803,-122.291,7170200110,481347.96,26347.96,5.79
482000.0,47.7336,-122.183,3288301050,702033.43,220033.43,45.65
1430000.0,47.6203,-122.21,8964800225,906906.62,-523093.38,-36.58
200000.0,47.3639,-122.109,1274500300,257138.8,57138.8,28.57
303500.0,47.7313,-122.229,2121000250,437974.62,134474.62,44.31
528000.0,47.6805,-122.384,7518505910,466045.61,-61954.39,-11.73
230000.0,47.2964,-122.376,8581200030,69704.24,-160295.76,-69.69
1250000.0,47.5075,-122.389,9322800230,1105298.46,-144701.54,-11.58
349950.0,47.3427,-122.278,3682000060,401281.87,51331.87,14.67
287000.0,47.4095,-122.296,5018200110,477200.29,190200.29,66.27
520000.0,47.6029,-122.302,7600057,612937.65,92937.65,17.87
380500.0,47.7303,-122.192,9477201060,448493.62,67993.62,17.87
353000.0,47.3516,-122.0,5104530770,377037.28,24037.28,6.81
280000.0,47.3659,-122.17,8016200530,333905.86,53905.86,19.25
529500.0,47.6575,-122.4,6821100125,299690.61,-229809.39,-43.4
635000.0,47.7229,-122.359,9157600060,495264.03,-139735.97,-22.01
650000.0,47.591,-122.017,4221270350,510342.04,-139657.96,-21.49
309000.0,47.4485,-122.175,1432701230,250414.27,-58585.73,-18.96
560000.0,47.6283,-122.095,8563040160,637603.64,77603.64,13.86
353000.0,47.5003,-122.23,1180500100,394981.92,41981.92,11.89
542500.0,47.5916,-122.148,8838900167,715283.04,172783.04,31.85
325000.0,47.7367,-121.969,1518000290,344327.41,19327.41,5.95
293000.0,47.3691,-122.031,3793501390,281875.28,-11124.72,-3.8
940000.0,47.6332,-122.362,4232903295,649886.15,-290113.85,-30.86
212500.0,47.2816,-122.269,3751603173,83732.72,-128767.28,-60.6
543000.0,47.7168,-122.333,3034200370,524271.36,-18728.64,-3.45
713900.0,47.4379,-122.022,9206700190,857749.0,143849.0,20.15
198500.0,47.4924,-122.311,985000900,222901.25,24401.25,12.29
467000.0,47.4802,-122.188,3955900830,669891.66,202891.66,43.45
344950.0,47.7322,-122.236,5647000060,410858.36,65908.36,19.11
319900.0,47.4755,-121.758,192450200,135954.54,-183945.46,-57.5
847093.0,47.5819,-122.047,2428100100,730241.46,-116851.54,-13.79
550000.0,47.68,-122.284,430000175,490900.57,-59099.43,-10.75
565000.0,47.6286,-122.053,7504001340,616918.07,51918.07,9.19
800000.0,47.6255,-122.209,862000020,554641.87,-245358.13,-30.67
555000.0,47.4725,-122.136,7302900090,774288.4,219288.4,39.51
320000.0,47.5704,-122.141,2203500140,479269.37,159269.37,49.77
530000.0,47.6403,-122.372,2771601730,665266.3,135266.3,25.52
695000.0,47.7389,-122.221,3578700017,694864.21,-135.79,-0.02
930000.0,47.7078,-122.019,8682281960,679109.14,-250890.86,-26.98
550000.0,47.6699,-122.317,3589500260,623806.69,73806.69,13.42
350000.0,47.5633,-122.289,1604600660,533905.93,183905.93,52.54
260000.0,47.552,-122.31,7549801140,380112.45,120112.45,46.2
380000.0,47.4334,-122.161,1442860160,533328.84,153328.84,40.35
886000.0,47.6398,-122.306,6788201781,732198.52,-153801.48,-17.36
664000.0,47.6027,-122.024,8635750330,606230.71,-57769.29,-8.7
652100.0,47.6297,-122.021,1703050520,613203.33,-38896.67,-5.96
863000.0,47.6239,-122.023,2725069050,1076591.57,213591.57,24.75
430000.0,47.6867,-122.345,3797000035,473909.77,43909.77,10.21
567500.0,47.6511,-122.405,871000515,394536.56,-172963.44,-30.48
454900.0,47.5326,-122.049,5710610520,532660.56,77760.56,17.09
539000.0,47.6457,-122.058,8651520420,550736.01,11736.01,2.18
692000.0,47.365,-122.456,2051200436,611643.72,-80356.28,-11.61
1700000.0,47.6361,-122.093,1925069066,1250246.91,-449753.09,-26.46
1160000.0,47.5517,-122.147,2597450250,1402509.8,242509.8,20.91
610000.0,47.685,-122.363,7519000580,471002.47,-138997.53,-22.79
570000.0,47.5902,-122.018,4221250320,486793.0,-83207.0,-14.6
273000.0,47.7525,-122.244,9406500480,394076.09,121076.09,44.35
540000.0,47.5903,-122.386,9272201318,624020.98,84020.98,15.56
350000.0,47.5677,-122.285,7950300775,427832.95,77832.95,22.24
585000.0,47.734,-122.182,3288301010,644190.46,59190.46,10.12
551000.0,47.6904,-122.176,6639900176,627442.37,76442.37,13.87
235000.0,47.5245,-121.822,7849200635,97928.57,-137071.43,-58.33
1010000.0,47.6857,-122.208,3885804225,771958.97,-238041.03,-23.57
370000.0,47.5618,-122.384,952006857,310655.13,-59344.87,-16.04
315000.0,47.5555,-122.363,1773100922,459057.15,144057.15,45.73
410000.0,47.7573,-122.278,4019301205,529683.31,119683.31,29.19
280000.0,47.4431,-122.19,6402710070,331189.95,51189.95,18.28
193000.0,47.2819,-122.224,7877400245,31116.02,-161883.98,-83.88
400000.0,47.593,-122.295,567000408,529438.63,129438.63,32.36
445000.0,47.567,-122.318,5679501310,585546.23,140546.23,31.58
503045.0,47.6929,-122.333,8021700495,598812.46,95767.46,19.04
493500.0,47.5815,-122.121,3211800140,579142.53,85642.53,17.35
767450.0,47.6981,-122.376,9144100007,621473.13,-145976.87,-19.02
685000.0,47.6807,-122.318,9138100350,967019.64,282019.64,41.17
347000.0,47.4802,-122.179,4307350200,362257.31,15257.31,4.4
396000.0,47.7403,-122.256,8718500075,475120.89,79120.89,19.98
439000.0,47.7416,-121.91,1626079154,583840.23,144840.23,32.99
478000.0,47.4734,-121.999,2294900010,467718.59,-10281.41,-2.15
290000.0,47.4585,-122.205,8898700440,330771.46,40771.46,14.06
1080000.0,47.6628,-122.143,8123450450,1093507.74,13507.74,1.25
397500.0,47.4381,-122.188,3223059015,398138.36,638.36,0.16
360000.0,47.7268,-122.311,4427100095,411704.07,51704.07,14.36
410000.0,47.5314,-121.854,7852180260,327767.73,-82232.27,-20.06
910000.0,47.6265,-122.296,5332200530,746717.28,-163282.72,-17.94
356500.0,47.2809,-122.296,1822500160,273702.09,-82797.91,-23.23
524000.0,47.6515,-122.399,6821101870,317085.99,-206914.01,-39.49
763000.0,47.6879,-122.208,3885803895,657687.8,-105312.2,-13.8
405000.0,47.7358,-122.175,3876312290,421496.66,16496.66,4.07
155000.0,47.5266,-122.316,7883607645,331971.56,176971.56,114.18
385000.0,47.6032,-122.125,4036801245,483349.05,98349.05,25.55
770000.0,47.3574,-122.318,5428000070,1110936.89,340936.89,44.28
785000.0,47.6318,-122.01,3216000090,766598.38,-18401.62,-2.34
400000.0,47.679,-122.386,7518507685,473107.88,73107.88,18.28
899950.0,47.7074,-122.219,3754500010,950797.58,50847.58,5.65
480000.0,47.7076,-122.337,4358700135,601883.11,121883.11,25.39
604000.0,47.5872,-122.241,5315100394,575314.34,-28685.66,-4.75
315000.0,47.4362,-122.165,2591800530,429144.5,114144.5,36.24
299000.0,47.3631,-122.276,1310980110,350509.87,51509.87,17.23
347000.0,47.4463,-122.127,2473460650,394540.3,47540.3,13.7
787500.0,47.6353,-122.232,5425700150,578033.7,-209466.3,-26.6
635000.0,47.6228,-122.319,6852700520,565473.19,-69526.81,-10.95
455000.0,47.5243,-122.042,5706200020,370594.56,-84405.44,-18.55
215000.0,47.5339,-122.356,7831800110,410333.43,195333.43,90.85
428000.0,47.5423,-122.189,6705120280,543072.54,115072.54,26.89
559000.0,47.7094,-122.031,8682230950,450651.25,-108348.75,-19.38
261000.0,47.4557,-122.269,6818400110,319035.52,58035.52,22.24
415885.0,47.5301,-122.381,9842300036,347073.35,-68811.65,-16.55
495000.0,47.4536,-122.274,5379803372,629806.4,134806.4,27.23
284000.0,47.4184,-122.18,2508800220,406335.89,122335.89,43.08
245000.0,47.3319,-122.267,3329520410,147705.98,-97294.02,-39.71
348580.0,47.7317,-122.201,3764800540,405761.61,57181.61,16.4
370000.0,47.3705,-122.131,5641300220,524205.99,154205.99,41.68
345000.0,47.3281,-122.164,3814900950,334223.19,-10776.81,-3.12
525000.0,47.4347,-121.417,192300020,236495.17,-288504.83,-54.95
1200000.0,47.684,-122.205,1245002952,881704.6,-318295.4,-26.52
184000.0,47.3251,-122.268,302000065,105628.17,-78371.83,-42.59
1180000.0,47.6416,-122.355,2721600125,949940.62,-230059.38,-19.5
568000.0,47.657,-122.026,1525069058,743866.45,175866.45,30.96
650000.0,47.6737,-122.284,7974700112,692136.19,42136.19,6.48
654000.0,47.6179,-122.312,8080400136,576886.31,-77113.69,-11.79
321000.0,47.7306,-122.291,7663700973,340491.09,19491.09,6.07
350000.0,47.4459,-122.124,2473480560,538277.21,188277.21,53.79
730000.0,47.7142,-122.286,8820903380,524342.7,-205657.3,-28.17
272167.0,47.5321,-122.034,5528600005,341722.45,69555.45,25.56
527000.0,47.7226,-122.299,3834500195,544167.95,17167.95,3.26
210000.0,47.3746,-122.183,3830210220,123952.22,-86047.78,-40.98
210000.0,47.3378,-122.263,304100070,129813.48,-80186.52,-38.18
299000.0,47.4661,-122.145,6806100420,365938.47,66938.47,22.39
800000.0,47.6294,-122.215,3025059136,683166.27,-116833.73,-14.6
445000.0,47.5834,-122.307,5393601050,517205.99,72205.99,16.23
310000.0,47.762,-122.355,6713700205,339205.44,29205.44,9.42
679000.0,47.6809,-122.293,5499700045,615382.44,-63617.56,-9.37
290000.0,47.3631,-122.277,1310980070,314082.71,24082.71,8.3
259000.0,47.4713,-122.344,1665400025,306113.2,47113.2,18.19
770000.0,47.5558,-122.001,3630120970,781293.43,11293.43,1.47
550000.0,47.7662,-122.114,126059242,571707.54,21707.54,3.95
325000.0,47.4854,-122.343,3256400060,357727.62,32727.62,10.07
380000.0,47.6007,-122.305,3319500317,438676.95,58676.95,15.44
416100.0,47.5091,-122.241,4058800500,736644.47,320544.47,77.04
259950.0,47.5213,-122.357,7899800864,453752.76,193802.76,74.55
550000.0,47.5711,-122.391,7905200365,435412.55,-114587.45,-20.83
713414.0,47.5751,-122.378,2824600180,1005341.09,291927.09,40.92
375000.0,47.4401,-122.126,9378700200,516258.05,141258.05,37.67
310000.0,47.3074,-122.341,9264911150,236025.33,-73974.67,-23.86
551500.0,47.489,-122.14,1123059125,704398.45,152898.45,27.72
380000.0,47.3785,-122.023,662440020,496425.15,116425.15,30.64
295000.0,47.4205,-122.215,9378500050,400209.12,105209.12,35.66
650000.0,47.5921,-122.155,7811100230,794245.82,144245.82,22.19
855169.0,47.7043,-122.122,1152200030,698668.04,-156500.96,-18.3
581000.0,47.6715,-122.155,8562500690,590661.38,9661.38,1.66
464000.0,47.3826,-122.146,4397000100,659526.42,195526.42,42.14
623000.0,47.6218,-122.032,1592000250,621664.58,-1335.42,-0.21
1550000.0,47.6598,-122.273,6613000375,1120992.49,-429007.51,-27.68
380000.0,47.7407,-122.3,3995700220,389725.04,9725.04,2.56
240000.0,47.3119,-122.015,1421069117,141094.97,-98905.03,-41.21
510000.0,47.5282,-122.391,9169600110,492925.78,-17074.22,-3.35
500000.0,47.4497,-122.147,2473002080,794038.59,294038.59,58.81
254500.0,47.258,-122.208,4136880140,268356.05,13856.05,5.44
720000.0,47.5561,-122.154,9323610180,667032.04,-52967.96,-7.36
334000.0,47.3321,-122.172,7300400170,317952.17,-16047.83,-4.8
299995.0,47.7463,-122.315,3432500486,302016.93,2021.93,0.67
900000.0,47.6732,-122.363,2769600590,769139.66,-130860.34,-14.54
399950.0,47.5532,-122.365,1773101340,406627.74,6677.74,1.67
619500.0,47.5458,-121.996,3629920600,547765.28,-71734.72,-11.58
610000.0,47.53100000000001,-121.86,7853220120,584700.94,-25299.06,-4.15
1380000.0,47.6133,-122.287,7153200160,1103809.28,-276190.72,-20.01
520000.0,47.5941,-122.144,7923600330,510682.87,-9317.13,-1.79
1880000.0,47.6259,-122.194,3391500050,1253943.52,-626056.48,-33.3
741500.0,47.7094,-122.018,8682320350,506627.61,-234872.39,-31.68
660000.0,47.5956,-122.174,9541600015,718346.03,58346.03,8.84
215000.0,47.1946,-122.003,5437820080,17803.44,-197196.56,-91.72
650000.0,47.6612,-122.137,9265200060,1006498.47,356498.47,54.85
326000.0,47.7453,-121.985,255550100,373062.76,47062.76,14.44
286285.0,47.3207,-122.209,7349400420,171705.46,-114579.54,-40.02
390000.0,47.654,-122.127,1425059174,470681.18,80681.18,20.69
495000.0,47.4871,-122.219,3185600055,775094.25,280094.25,56.58
825000.0,47.6395,-122.05,6817850040,1276257.78,451257.78,54.7
380000.0,47.563,-122.297,6056100383,515080.73,135080.73,35.55
530000.0,47.3843,-122.006,2322069116,490269.65,-39730.35,-7.5
235000.0,47.2858,-122.212,3021059175,192824.27,-42175.73,-17.95
325000.0,47.5128,-122.388,254000175,307527.52,-17472.48,-5.38
218000.0,47.3103,-122.366,6386600130,95059.19,-122940.81,-56.39
560000.0,47.5344,-122.345,3298720030,613765.8,53765.8,9.6
817250.0,47.6769,-122.177,1233100321,784550.5,-32699.5,-4.0
780000.0,47.675,-122.289,8815400670,703989.74,-76010.26,-9.74
250000.0,47.3009,-122.125,3410600015,87849.7,-162150.3,-64.86
850000.0,47.5845,-122.115,3999300290,1182660.07,332660.07,39.14
684000.0,47.5222,-122.157,1115300070,849442.77,165442.77,24.19
255000.0,47.5732,-122.372,7987400316,346300.74,91300.74,35.8
409950.0,47.2972,-122.348,9578500510,282645.24,-127304.76,-31.05
1720000.0,47.6325,-122.29,1118001835,1153186.83,-566813.17,-32.95
322500.0,47.4276,-122.157,7955080270,354741.99,32241.99,10.0
343000.0,47.7114,-122.356,8910500238,465505.56,122505.56,35.72
600000.0,47.6722,-122.379,2767603535,522676.64,-77323.36,-12.89
181000.0,47.5218,-122.357,7899800890,272033.01,91033.01,50.29
299980.0,47.5002,-122.246,4060000020,140671.0,-159309.0,-53.11
531000.0,47.6634,-122.34,6865200444,546175.36,15175.36,2.86
670000.0,47.646,-122.362,976000790,485826.19,-184173.81,-27.49
729000.0,47.3979,-122.416,1522039105,874000.52,145000.52,19.89
780000.0,47.6348,-122.064,8651611230,905700.26,125700.26,16.12
275000.0,47.7635,-122.35,7283900012,338809.01,63809.01,23.2
335000.0,47.4752,-121.757,192450180,131790.53,-203209.47,-60.66
626100.0,47.5719,-122.021,8078350100,546303.16,-79796.84,-12.75
253000.0,47.3542,-122.181,3830620300,214434.89,-38565.11,-15.24
195000.0,47.2933,-122.372,7972000010,74696.14,-120303.86,-61.69
865000.0,47.6002,-121.98,8691360380,902945.59,37945.59,4.39
478000.0,47.51,-122.185,259500270,759740.54,281740.54,58.94
355000.0,47.3658,-122.019,9542830050,286204.65,-68795.35,-19.38
329900.0,47.3503,-122.039,2310110230,382359.11,52459.11,15.9
393000.0,47.5547,-122.299,4174600391,419700.26,26700.26,6.79
369500.0,47.7303,-122.298,7663700783,425683.86,56183.86,15.21
395000.0,47.6824,-122.38,7518502960,393947.77,-1052.23,-0.27
937750.0,47.6753,-122.304,8824900020,757134.29,-180615.71,-19.26
410000.0,47.6904,-122.342,5676000008,426065.06,16065.06,3.92
699000.0,47.6416,-122.397,8127700445,409641.45,-289358.55,-41.4
279000.0,47.4045,-122.174,8078550610,361946.04,82946.04,29.73
190000.0,47.4903,-122.191,9476200035,279459.85,89459.85,47.08
730000.0,47.6684,-122.175,6400700264,673626.82,-56373.18,-7.72
920000.0,47.5604,-122.133,3224510290,1152318.29,232318.29,25.25
264500.0,47.2932,-122.267,3751600635,119411.03,-145088.97,-54.85
635000.0,47.6004,-122.195,3210600010,660429.56,25429.56,4.0
180250.0,47.4604,-122.339,1222000055,172317.43,-7932.57,-4.4
215000.0,47.3634,-122.027,2525300200,168775.78,-46224.22,-21.5
253000.0,47.3493,-122.306,4222310290,179562.09,-73437.91,-29.03
900000.0,47.7602,-122.278,4019300195,808266.58,-91733.42,-10.19
575000.0,47.6729,-122.38,2767603160,484893.29,-90106.71,-15.67
294000.0,47.4707,-122.26,8687800150,388067.34,94067.34,32.0
465000.0,47.6945,-122.33,3226049530,446626.14,-18373.86,-3.95
811000.0,47.6832,-122.164,325059086,770439.12,-40560.88,-5.0
513000.0,47.5764,-121.996,8944360080,450821.92,-62178.08,-12.12
825050.0,47.6752,-122.3,3423600025,817914.62,-7135.38,-0.86
270000.0,47.3498,-122.058,2215900180,291925.07,21925.07,8.12
350000.0,47.3381,-122.332,5437200080,605317.41,255317.41,72.95
410500.0,47.727,-122.339,6150200005,362585.61,-47914.39,-11.67
340000.0,47.3823,-122.3,3601200465,445865.85,105865.85,31.14
360000.0,47.4719,-122.074,5095400630,328851.41,-31148.59,-8.65
267500.0,47.3282,-122.285,4013800131,155625.01,-111874.99,-41.82
536000.0,47.5941,-122.004,6127010320,369345.8,-166654.2,-31.09
160000.0,47.5414,-122.281,3812400657,293010.16,133010.16,83.13
440000.0,47.7685,-122.162,622100092,447832.28,7832.28,1.78
605000.0,47.7276,-122.103,1795920350,567370.58,-37629.42,-6.22
245000.0,47.3661,-122.173,8016250080,249436.37,4436.37,1.81
550000.0,47.62,-122.043,1954440050,496994.49,-53005.51,-9.64
390000.0,47.5477,-122.395,9417400110,298724.77,-91275.23,-23.4
381000.0,47.6379,-121.966,204000175,214114.97,-166885.03,-43.8
183000.0,47.3702,-122.078,8651430220,195083.7,12083.7,6.6
376000.0,47.5215,-122.202,3342102385,677206.03,301206.03,80.11
178000.0,47.3704,-122.08,8651430780,195591.29,17591.29,9.88
310000.0,47.7598,-122.316,6163900411,276751.06,-33248.94,-10.73
313500.0,47.4503,-122.131,2473371570,423453.96,109953.96,35.07
248000.0,47.4233,-122.177,8960200630,315905.21,67905.21,27.38
780000.0,47.7717,-122.277,4027700666,861197.42,81197.42,10.41
400000.0,47.7635,-122.263,3818700185,483631.84,83631.84,20.91
465000.0,47.7266,-122.175,927200380,477655.32,12655.32,2.72
425000.0,47.6852,-122.312,2887701970,505379.97,80379.97,18.91
415000.0,47.7379,-122.224,7503000020,460770.29,45770.29,11.03
288000.0,47.4568,-122.21,8899000310,354999.97,66999.97,23.26
385000.0,47.7337,-122.309,6632300207,442340.96,57340.96,14.89
300000.0,47.5418,-122.295,3395040920,431878.29,131878.29,43.96
795000.0,47.5567,-122.124,4139700260,896466.54,101466.54,12.76
440000.0,47.63399999999999,-122.033,6817801040,318730.95,-121269.05,-27.56
283000.0,47.2103,-121.999,2320069083,346204.48,63204.48,22.33
345000.0,47.5407,-122.177,3205000310,483045.89,138045.89,40.01
411753.0,47.6968,-122.024,7203101260,365901.26,-45851.74,-11.14
415000.0,47.6783,-122.383,7518505040,307666.94,-107333.06,-25.86
2300000.0,47.6349,-122.29,1118001201,1195433.86,-1104566.14,-48.02
330000.0,47.2477,-121.937,1443300140,304619.29,-25380.71,-7.69
1480000.0,47.659,-122.174,3892500070,1348958.66,-131041.34,-8.85
535000.0,47.6873,-122.314,6884800262,596468.53,61468.53,11.49
365000.0,47.7294,-122.329,8632100010,432315.93,67315.93,18.44
1400000.0,47.5806,-122.244,9359100750,1093951.27,-306048.73,-21.86
240000.0,47.5396,-122.274,1105000787,396048.5,156048.5,65.02
320000.0,47.354,-122.047,2310030510,306903.43,-13096.57,-4.09
1040000.0,47.6979,-122.205,3758900259,1142614.22,102614.22,9.87
500000.0,47.5807,-122.397,7616200050,432395.91,-67604.09,-13.52
